User Name,Review Text,Rating (Stars),Review Date
Дильноз Нургалиева,"Ужасный сервис, операторы, курьеры грубые, не знают как работать с клиентом. Доставку обещают 1,5. Ждала 3 часа, так и не дождалась. Первый раз вижу такой сервис, где всё равно на репутацию. Это дно!",1,25 декабря 2021
Челодой Моловек,"Доставкасы оте узак уакытта келеди, 1.5-2 сагат деп айтады, бірак 3 сагаттан аса кутесиздер. Суши, крылышки салкындап кеткен, фотода фрига соус бар деп корсетилген, бірак соус берилмеген.",1,25 декабря 2021
Aslan,"Очень плохо.Операторы грубые, суши убогие
Не рекомендую к заказу обманули
За доставку на 20 мин просят 3000 тг",1,25 декабря 2021
Андрей С.,"Обслуживание ноль , операторы грубые , не рекомендую,подставили через Яндекс!",1,25 декабря 2021
Алёна Втюрина,Отвратительное обслуживание. Сказали привезут через 2 часа приехали через 2:40. Не пунктуальные от слова совсем. Но вот суши вкусные ни чего не могу сказать. Скажем так если в обед заказать то к ужину у вас будут суши.,3,24 декабря 2021
Майя Кантарбаева,"Я у них часто заказывала но последний заказ был просто ужасным
Вместо рыбы не известно что ложат какой то порошок был красного цвета типа Филадельфия была дети потом поносили пожалела что заказала у них",1,22 декабря 2021
Максим Ковалёв,"Самые ужасные суши и пицца! Заказал, сказали привезут через 1.5-2 часа, привезли через 3 часа. Их курьер не доставляет до квартиры, а только до подъезда. Впервые вижу такое обслуживание. Также курьер по дороге потерял бутылку колы, которая должна была быть в сете. В сете должна была быть пицца Цезарь, написали, что ее нет, предложили выбрать любую другую, выбрал 4 сезона, привезли маргариту, так ещё и невкусную, как резиновую лепешку. Слов нет. Суши ужасные, рис темный и пахнет противно. Рыбы пожалели настолько, что она даже не чувствуется при употреблении. В общем, не советую от слова совсем! 5000 в задницу выкинул из-за них.",1,19 декабря 2021
Askar Alimkhanov,Ужастные суши ммммммм,1,19 декабря 2021
Ботакоз Уразалиева,"Ужасное обслуживание. Обслуживание на 0. Качество фото говорит за себя. А да кстати. Они в свое оправдание говорят что было ""много"" заказов. Поэтому такое качество",1,"17 декабря 2021, отредактирован"
Руслан Салимжанов,"Заказал у них сет, доставили через 3 часа, я уже приготовил ужин и забыл про эти суши 😂",1,15 декабря 2021
Гулим Сериккызы,Я заказала первый раз мне понравилось)),5,15 декабря 2021
Балжан Аскар,Заказала 1 месяц назад видимо улучшили качество или поваров неизнаю точно но роллы вкусснеее стали,5,14 декабря 2021
Бек Шопбаев,"Самое ужасное обслуживание, заказал суши с пиццей. Приехал во время, а оказывается они даже не начали готовить. В общем не советую это место никому. Так и не попробовал",1,13 декабря 2021
Жандос Буранбаев,Жаксы пицца екен лиммть,5,13 декабря 2021
Temirlan Kaliyev,Всем советую хорошая заведение,5,13 декабря 2021
Абай Тлеуов,"Доставили сет роллов. Жареные роллы практически все обгорелые, есть неприятно((( Ещё и написал о недостатке, ноль вниманий.",1,13 декабря 2021
Islam Sultanov,Вкусные роллы с доставкой есть надо улучшит,5,12 декабря 2021
Zulya Dirova,Вчера были здесь заведение уютная очень вкусные суши,5,12 декабря 2021
Xisoyam Ggtd,"Вассаби как сметана, суши на четверку с минусом, пицца как пицца толька на вид и то не вкусная, а в реальности это лепешка но в магазине лучше и дешевле, крылышки со вкусом ничего и запахом сгоревшего масла, трудно их сравнивать с чем то ибо ничего похожего не ел. Заказав два сета спасибо я наконец понял какого это не чувствовать вкус и запах. Не доложили коллу 2л",1,11 декабря 2021
Юлия Мальцева,Спасибо большое вам за оперативность и вкус!!заказываем не первый раз!суши бомба а про пиццу вообще молчу пальчики оближешь!!!!! благополучия вам и процветания!!;,5,10 декабря 2021
Нурсултан Серик,Өте жақсы бағасы арзан дәмді сушилер екен,5,10 декабря 2021
Актилек Аяке,"Были очень отвратительно 🤢
Как попробовали сразу все выбросили в мусор
Хотя бы в пиццу положите чуть чуть сыра а то как лепешка с колбасками",1,9 декабря 2021
Kanat Erkebaev,"Ждали 3 часа заказ в итоге приехал холодный и пицца высохла суши тоже, это ужас, кошмар",1,9 декабря 2021
Абильхаир Газизов,Привезли холодное оператор обещал в течение 90 мин ещё опоздали на 40 мин . По мимо 90 мин.,1,9 декабря 2021
Айман Молдаш,Keshe baryp jep kordik jaksy eken,5,9 декабря 2021
Куаныш kuanishkaz,Очень вкусно быстро и по кайфу вообще всё,5,8 декабря 2021
Мариям Шагиахметова,"заказала суши и пиццу , сет Абу Даби. в сет входила пицца Цезарь, курьер забыл привезти . Позже привезли пиццу с колбасой. Дети не едят , мы попросили пиццу Цезарь. В этого нечего не привезли . Обслуживание просто ужасное . Первый раз заказала и разочаровалась. Жаль , что директор этой компании не видит , как работают люди.",1,7 декабря 2021
Rahat Serikbaev,Қызмет көрсетуі өте нашар екен адаммен грубо сойлесет,1,6 декабря 2021
ッ Warning,Сушилары нашар Жане пицалары тастаи сосын сеттеры толык емес👎👎,1,6 декабря 2021
Сырлыбек Нысанбек,Отличное заведение всем вкусснце роллы,5,6 декабря 2021
Mereyim Askarova,Бір ай бұрын заказ бергенде ұнамап еді сосын кеше заказ бергенде ұнады кәдімгідей өзгеріпті жақсы жағына сәттілік тілеймін сіздерге алла разы болсын,5,"5 декабря 2021, отредактирован"
R K,"Ужасно! Операторы просто кошмар! Хотели поговорить с администратором, не дают его номер. Пожаловаться некуда!",1,5 декабря 2021
Azamat Eredzhipov,Вкусные роллы. Очень хорошая заведение 10/10,5,4 декабря 2021
Нуршат Дюсенбаева,Оте керемет суши пицца. Бирак доставка узактау жондесениздер екен,4,4 декабря 2021
Dilnaz Toktarova,Заведение хорошая вкусные суши но есть на чем поработать,4,4 декабря 2021
Ильхам Омаров,Вечером сидели хорошая заведение 9/10,5,3 декабря 2021
Meirzhan Azimhanov,Подходит для перекуса 7/10,3,3 декабря 2021
Улугбек Уматкулов,Отличное обслуживание люди вежливые суши вкусные но пицца была погоревшим,5,3 декабря 2021
Bi Ukubayeva,Обслуживание надо улучшить очень вкусные роллы,4,3 декабря 2021
Chokoladka 77,"Ужасные роллы и пицца без сыра , точнее сыра будто украли накрошили 🤣 не советуем !",1,2 декабря 2021
Али Жусупов,"Ужасные суши пицца, даже если бесплатно дадут не ешьте!",1,1 декабря 2021
Гость *,"Заказывали доставку, супруг повёлся на рекламу в Инстаграм. Это худшие суши и пицца, что мы пробовали, всё благополучно отправилось в мусорное ведро🤮. Плохие отзывы здесь не врут, нет смысла расписывать ещё раз все недостатки. Самое интересное, что под постами в Инсте отзывы отсутствуют 🤔",1,1 декабря 2021
Екатерина Земцова,"Ужасно!
Не дают номер администратора, заказ не привезли",1,30 ноября 2021
Fedor Avdeev,"Ничего хорошего в этом заведении нету! Серьёзно, ни кому не советую даже бесплатно употреблять это даже не втор сырьё, и не в коем случае детей не кормите едой из паксуши!",1,29 ноября 2021
Гульназ Гульназ,"На кариинке одно, привозят совсем другое! Соусов и имьиря ложат на много меньше чем на фото. Колу не положили. Комментарии в инста закрыты .В общем лажа! Не заказывайте!",1,28 ноября 2021
Шуга Травканов,Добрый день мы сегодня с подругой впервые за долгое время встретились.мы решили заказать у вас сет «коста».Заказ привезли за 2 часа.Нам не понравилось то что куриные крылышки сырые.Рис полусухой.Нам подменили порцию суши.Про пиццу молчу…,1,28 ноября 2021
Абдурасул Ахмедов,Самая ужасная суши сказали 40 минут максимум 50 по факту 1.30 . 2 часа,1,25 ноября 2021
Малика Малик,Сегодня я с ребенком зашла и конечно же у нас были пакеты я девушка нас не впустила грубо обращалась. Сказала что не работает а там сидели люди очень плохо репутацию потеряете,1,24 ноября 2021
Юлия Игина/Федотова,"Ужасное обслуживание! 3 часа прождали свой заказ, у их водителя бензин видите ли резко закончился. Доставили все холодное, и в сэте не хватало соусов и колы. На вопрос по какой причине не доложили, проигнорировали и не ответили! Пицца пересолена, грибы водинистые, суши ужасные, курица с непонятным запахом, картошка фри прибыла мягкая и холодная! Никому не советую!",1,24 ноября 2021
Tree S,"Не та пицца, в роллах нет креметты, про лосось молчу, рис сухой, не васаби, а жижа, один соевый соус, где все обещенные соуса?- непонятно.
Надо еще уметь так невкусно готовить куриные крылья(не знал, что можно даже их испортить, теста удона тонкая, как кеспе, вместо ассорти удонов привезли одинаковую(зачем?)
Не пицца, а лепешка с рубленной тонкой колбасой
Закройтесь пожалуйста, Вы же народ кормите, трапезу и аппетит портите
Сделала заказ 21-40 21.11.21.",1,24 ноября 2021
Ирина Калинаки,Ужасное все. От оператора до качества. Реально фото одно. Привозят другое. Заказали 2а сета. Привезли один. Второй пришлось ждать привоз другой машиной. Суши ужасные. Куриные крылышки сырые. Только перец голимый. Администратор обещала доехать до офиса и разобраться. Ага - до сих пор едет видимо. Ещё заранее просили предоплату. Хотя про предоплату не написано нигде. Оператор ссылается что ошибка по вине нового сотрудника ошибка в доставке . А качество по всей вероятности-повар новый. НЕ РЕКОМЕНДУЮ. Руководство читает отзывы интересно???,1,23 ноября 2021
Жания Адилханова,"Просто ,нету слов ! Не заказывайте здесь не в коем случае! Я такую тонкую пиццу нигде не видела,сыр из Филадельфии как будто украли 🥴",1,23 ноября 2021
Asem Sadiyeva,"Не заказывайте суши и пиццу в этом месте. В Истаграмм на фото все красиво и аппетитно выглядит, но на самом деле это просто ужас.
Нагло обманывают, абсолютно ничего не соответсвует действительности.
Хотя мы заранее спрашивали все ли будет как на фото, оператор сказала да. Мало того что ждали доставку 2.5 часа, так еще и получили что попало:
1) Пицца пришла холодная, но это ладно, так там и сыра не было, абсолютно сухая и твердая
2) На роллы капа маки непонятно зачем и чем одним движением намазали сверху соивочный сыр( фото прилагается), огурцов почти нет, только кожура от огурцов в капа маки. Первый раз видим такой капа маки
3) На филадельфии очень тонким слоем и только на половину сверху рыба, и сливочного сыра внутри немного
4) Рис во всех липкий, не вкусный. Начинки во всех роллах микроскопичемкие, нарезанные кожура от огурцев вместо них самих
5) В роллах Цезарь состав совсем другой, только пюре из курицы внутри, больше ничего, нори испорченный пожелтевший
6) На 60 роллов положили только маленькую 1 порцию имбиря и васаби
7) Никакого оформления на роллах, как указано на фото в инсте, например Америка темпура там с оформлением из слив.сыра и икры, по факту без нечего пришла
Доставка только до подьезда, на это мы сразу были согласны, но по факту курьер не пришел к подьезду, остановился на перекрестке дорог, гле ему удобно, на проезжей части, ходили искали его.
Оператор девушка возможно с ограниченной дееспособностью, либо маленького возраста, нечего не может внятно сказать , и немного неадекватно отвечает, с ней разговаривать бесполезно, даже можно сказать жалко ее , это просто ее работа, нечего не может поделать с качеством всего. Мы не стали ни скем из них ругаться, ибо бестолку и зря итак потраченные время и нераы дальше тратить не хотели, тем более когда увидели сколько больше 500 негативных отзывов здесь, мы как капля море для них, они уже привыкшие что все жалуются.
Последнее фото как было в инстаграм, что мы заказывали, как должно было быть",1,21 ноября 2021
Адильхан Абдрахманов,"Везли очень долго, все холодное. Пицца холодная и вообще если можно называть это пиццей.
Суши и роллы безвкусные.
На звонки после получения заказа, с номера через который сделали заказ, не отвечают.
С других номеров поднимают трубку, а позже как выясняется что жалуемся , бросают трубку.
Не заказывайте здесь.",1,"20 ноября 2021, отредактирован"
Мурадил,Заказал сэт оригами ждали 3 часа,1,20 ноября 2021
Абдулжан Даутов,"Вкусные роллы
Был здесь 16 ноябрья",5,20 ноября 2021
Адилбек Молдабек,Спасибо! Очень вкусно,5,20 ноября 2021
Sabina Zholamanova,"Суши ужасные! На фото одни суши, а привозят другие . Звонишь , а трубку не берут

Эта с пицца непонятно с каким сроком годности грибов! Даже по внешнему виду видно что это не свежие продукты",1,"19 ноября 2021, отредактирован"
Улыбнись :),"Вообще не понравилось! Суши кпц сухие так как очень много риса! Из-за этого начинки не чувствуется ! Пицца безвкусная и очень тонкая! На 100 штук суши положили 3 не полных соуса! Даже на 20 шт не хватило соуса. Вообщем в след раз заказывать не буду, повелась на Инстаграмм! Васаби вообще не острое, и положили только в одну посуду! Вкус сыра вообще не чувствуется что в суши что в пиццах !",1,"19 ноября 2021, отредактирован"
Мадина Акылбаева,"Ужасный сервис, оператор-девушка некорректно работает, звонит и говорит, что мы якобы не заказывали на этот адрес, жулынып тур шанкылдаган даусымен. Отвратительная пицца, колбаса будто не свежая и самую дешевую положили, о тесте вообще молчу. Думали, раз название пак-СУШИ, у них роллы будут норм, но они так же разочаровали. Их удон лапша просто мерзость, всё выкинули, всё на помойку. Мясо жесткое, ничего доедать не стали. На картинках в инсте всё обман, вы очень постарались и испортили наш ужин! После стольких плохих отзывов, думаю должны хоть что-то предпринять! Зря потратили время ожидания и деньги на ЭТО дерьмо!",1,18 ноября 2021
Анна Калашникова,Ещё одно ужасное заведение.... Есть эти помои невозможно. НИКОГДА НЕ ЗАКАЗЫВАЙТЕ ТУТ!,1,15 ноября 2021
Gani Otebay,"Всем не советую заказать с паксуши, я очень пожелел, что заказал с пак суши. Кухня у них самый низкий уровень",1,14 ноября 2021
Rashel Tursun,"Плохое обслуживание, чрезмерно долгая доставка , суши не соответствует нормам, пицца сырая Не рекомендуем это заведение
Испорченный ужин",1,13 ноября 2021
Sahar Mohammad,"Ожидали 3 часа... все остывшее, не вкусно, пиццу вообще язык не поворачивается назвать пиццей, тесто тонкое аж просвечивает, в общем, это ужас...",1,13 ноября 2021
Роллан Быков,"Я вам не зоветую здесь заказать все прокуты испорченный.
Суши, күріш ашып кеткен",1,13 ноября 2021
Ким Регина,"Вчера вечером заказали сет Космос за 11.000. У пиццы тесто очень при очень тонкое аж просвечивается. Колу вообще не привезли. И не надо людей обманывать, о том, что у вас доставка по городу бесплатная. Заказали в Турксибский район, на что ваша менеджер ответила, что мы находимся в черте города, но не в городе. Еще мне говорит: ПОНИМАЕТЕ🤭? На, что я ответила, что нет😀 Объяните своим менеджерам, что ТР это ГОРОД или в нижней части города уже не люди? Вчера сказали, что колу не привезли, сегодня с утра написала тому же менеджеру, сказала доставщик придёт узнаю. Уже вечер ответа нет! Да и суши, очень отличаются от фото. Короче говоря никому не советую.",1,12 ноября 2021
Даша Ромашкова,Мне везли суши 3 часа и привезли не тот сет!!!!,1,12 ноября 2021
Виолетта Калашникова,"Ждали доставку 3 с половиной часа. В итоге привезли ужасные роллы и пиццу, неполную порцию фри и неполную порцию наггетсов. Всё холодное и отвратительного качества. Больше никогда не обратимся. Ужасно!",1,11 ноября 2021
Mariya Ishakova,Спасибо за испорченный ужин! У меня даже собака есть не стала! Дно полнейшее!,1,10 ноября 2021
Мадина Маденбай,Вообще не вкусно у вас стало 👎🏿 больше не буду заказывать,1,6 ноября 2021
Гулдарига Бекбосын,"Ну и что ,что бесплатная доставка,еда к цену не соответствует, совсем.не вкусные пиццы и роллы!!не скажешь что они роллы,недо варенный рис без соли,и сильно прогоревшие пиццы без сыра и начинок,про пицца маргарита вообще молчу!!ужас Кудайдан корыксандар кайтеди.Енди дайрект жауып тастандар,но Аллах велик барин корип тур.но базара нет,все с экономили самой большой минималкой!!!!",1,6 ноября 2021
Zamira Abdumanapova,"Пожалела что заказала здесь сет Великолепный который стоит 7990 тенге, вообще никакого вкуса, в Филадельфии рыба только на вверху сыра как будто накапали😡 только в одну коробку положили соус имбирь и васаби, в остальных нет ни того ни другого, самые отстойные суши, весь день рождения испортили вам даже жалко ставить одну звезду😡 только обманываете людей",1,5 ноября 2021
Алинур Заитова,"Заказали сет великолепный
Суши ужасссные, пицца вообще кошмар привезли ее холодную
Попался волос
Еда не соответствует фотографиям
Доставка очень долгая
Сотрудники нечего толком объяснить не могут
Говорят это стандарт
А волосик ну нечаянно , у нас повара под 0 подстрижены
Как это произошло неизвестно
Под конец дня , на рабочем месте
Нет администратора или начальства
И вправду одной звёзды много
Жалко что отзывы не почитали
Тупо испорченный ужин
Не спросили сколько персон будет
Как попало все разложили , салфетки не положили
Короче тут и этим уже все понятно
Это надо даже не сотрудникам говорить, а начальству
Раз на такие отзывы оно никак не реагирует
Тут уже и не в сотрудниках проблема ……",1,"3 ноября 2021, отредактирован"
Айерке Изтлеу,"Мүлде ужасный,не свежий,заказ кабылдап откан қыз өзінің катесін түсіндеит ещё адаммен салғыласат,қонақтың алдына суши қойғаныма ұйялдым,пиццалары катты,фриі не свежий суши бір біріне жабысып калған.",1,3 ноября 2021
Еркеша Еркеша,"Зачем в инсту выкладывать супер классные роллы ? Вы что издеваетесь?? Жаль что не зашла и не прочла тут отзывы 😩 вообще не вкусно, деньги на ветер",1,1 ноября 2021
Алихан Акпан,"Фигня заведение, сделал заказ в 17:00 сказали доставка приедет в течении 2-2:30 часа, ну и я такой ок жду. Время уже 19:30 звоню и мне девушка говорит курьер попал в дтп оказывается извините, вам переоформить заказ? А раньше позвонить нельзя было я просто так ждал почти 3 часа, в итоге маки маки спасли🤗",1,1 ноября 2021
Gani Kopbayev,Зачем в лапшу ложить выплеванную жвачку? Вы че не нормальные?)),1,1 ноября 2021
Aruzhan Batyrbekova,"Самое ужаснейшее заведение в Алмате!!! Почему я не прочитала отзывы прежде чем заказывать, что это вообще такое? Пицца как лепешка, хрустит, слышен звук когда стучишь об стол🤦как будто собакам покушать дали, и то даже собаки это есть не будут🤮🤢вообще не стоят своих денег! Не заказывайте тут!!! 🙅🏻‍♀️🙅🏻‍♀️🙅🏻‍♀️🙅🏻‍♀️🙅🏻‍♀️🙅🏻‍♀️",1,29 октября 2021
Samsung Samsung j5,"Заказала , очень пожалела , ролы приехали холодные , без кремов , без оформления , не те ролы как в сете , накидали что попало , пожаловались даже не вернули деньги , точно так же админ проигнорил и не брал трубку , УЖАСНАЯ ДОСТАВКА, НЕ СОВЕТУЮ.",1,29 октября 2021
Nastya Tatalina,"последнее время очень долгая доставка, компания не рассчитывает силы и берет слишком много заказов
сложно дозвониться, долго не берут трубку",2,27 октября 2021
Надия Ихазова,"Самые ужасные ролы, не заказывайте у них!",1,26 октября 2021
Пользователь Пользователь,Добрый день! Заказали доставку суши и пицу . Очень разочарован. Рис не доверенный без вкусно начинки ужасное. Сервис ноль !!! Не рекомендую кушать Паксуши !!!!,1,24 октября 2021
Алуа Ахметкалиева,"Слишком долгая доставка, мы 3 часа ждали заказ, так и не дождались",1,23 октября 2021
Бейбарс Султан,"Самое ужасное место в алмате
Не пицца а лепешка сухая
Суши ваще без вкуса и ужасное
Эт самое худшее заведение которое я видел",1,22 октября 2021
Ягмур Шакировна,Не пицца а хлеб!!!!!,1,21 октября 2021
Маржан Жумабаева,"Ужас просто берут у клиентов заказ говорят доставим и не привозят
Издевательство над людимь что это за сервис",1,20 октября 2021
Куаныш Кудайбергенов,"Ужасные суши, отвратительная пицца! Вчера мы заказали сет Бостон 🤢🤢🤢 дети не стали нечего есть, мы с супругой попробовали рыба не чувствуется в ролах, нис сухой чувствуешь что он лежал не накрытым и заветрился, пицца горчит, кислит, ужасно тонкая, да мы понимаем что это все дёшево но это ужасное качество 😑😑😑. НЕ КОМУ НЕ СОВЕТУЮ, РЕБЯТАТА РАБОТАЮТ УЖАСНО.",1,20 октября 2021
Ан Пет,"Ужасно, рыбу лазером режут",1,19 октября 2021
vell hgsaj,"просто отвратительные суши и пицца. приготовленное все ужасно, рыбы мало, масло старое в котором жарилась курица, курица была сырая. Администрация напрочь игнорит нас. есть невозможно, пицца настолько тонкая, что просвечивает. про запах роллов вообще молчу, воняет отвратной и дешёвой рыбой. курьер ехал долго, уехал вообще в другую сторону. чеков нет, хотя по правилам должны быть. если не хотите отравиться или испортить себе настроение, не заказывайте в этой помойне ничего.",1,17 октября 2021
Ольга Ощепкова,"Кто и когда займется этим кафе, обман везде, привезли не те суши, мерзкое все , не свежее, не предоставляют чеков, сегодня обращусь в службу защиты потребителей, люди не оставляйте это так, почему им все с рук сходит!!!!",1,17 октября 2021
Айдана Адалдыккызы,"Ужасно, просто ужасно. Ужасные сеты, пиццы маленькие не как на фото. Люди не заказывайте здесь. В любом случае они вас обманут и не вернут деньги",1,16 октября 2021
Ulpan Muratova,"УЖАСНО! Худшие роллы что я ела, к тому же доставка заняла 2 с половой часа. Ну что это такое?",1,14 октября 2021
Александра Ныгиметжанова,"Отвратительно. Начиная от приёма заказа, заканчивая самим заказом и доставкой.

Время ожидания заказа - 2 часа 50 мин, если быть точной. Обещанное время - 1,5-2 часа.

О еде: съедобно, не более того. Крылышки 👎🏻
Плохая работа курьера (не буду в подробностях описывать, ибо выйдет много)
Не положили салфеток
Холодная еда
Испорченное настроение

Не стоит никаких денег",1,12 октября 2021
Арман Оналбаев,"никому и никогда не советую заказывать что-либо в этом заведении. заказал сет ""Рио"" - г*вно полное. почему в пицце нет сыра?! тесто тонкое, как бумага, колбаса самая дешёвая. суши ничем не лучше. Филадельфия сделана из рыбы, которая плавала в г*вне. но добило то, что они посчитали, что на 60 роллов будет достаточно чайной ложки васаби и 3 полосочки имбиря. спасибо, 5 звезд!",1,11 октября 2021
Зуля Исаева,"Ужасные суши ,вечер испорчен ,надо же так экономить на всем,как не стыдно,и одной звезды много",1,11 октября 2021
Peter McCarthy,"Делали предзаказ в 12:00 на 19:00 вечера, даже сами не позвонили и не сказали что наш заказ опаздает, когда сами позвонили говорят что наш заказ будет в 21:00!!! Оператор девушка не адекатная, когда спросил когда придёт наш заказ, взяла и бросила трубку, после заблокировала!
Вкуса нет совсем! Поле вас пропало желание кушать суши и пиццу!!! Не советую! Деньги на ветер, рыбы совсем нет, начинки тоже((( Работайте на совесть или вообще закройтесь!",1,"11 октября 2021, отредактирован"
Timur B,"Самое убогое заведение. Хуже не придумаешь. Мало того, что всё несъедобное, словно бумага, так ещё и роллы максимально дешёвые, на фото видно как они выглядят на сайте и то, как на самом деле. Филадельфия это вообще смех🤣. На 100 роллов положили 2 соевого соуса.
В общем никогда не заказывайте ничего в этом убогом месте",1,10 октября 2021
Alex Oss,"Вместо заказанного сета подсунули другой. Замену везли три часа, когда уже не надо было. Качество еды ужасное, пицца вообще никакая. Сервис хуже некуда. Не заказывайте никогда в Пак суши, если вам дорого ваше здоровье и нервы.",1,10 октября 2021
Санжар Исламгазы,"Сказали что заказ придёт за 2-2.5 часа
А в итоге прошло 3.5 часа а курьера ещё нет
Что это такое",1,"10 октября 2021, отредактирован"
Daniyar Iskandar,"Не рекомендую! Заказали сет ""Чикен"" за 3990. Привезли без картофельных шариков, куриные крылышки пережаренные, все холодное. В общем разочарованны.",1,10 октября 2021
Дана Исламова,"Пицца не вкусная , как попало накидали колбасу, на фото одно в живую вообще другое , суши тоже ужасные , где должны быть креветки крабовые палочки , не советую. Не вкусно!",1,10 октября 2021
Сырым Жумакадыров,"Ужасные суши, заказывал самовывозом вечером. Приехал, заказал. Сказали что будет готово через 40 мин. Подождал в машине, посидел и тут перезванивают, говорят что база зависла, и что будет готово через 20 мин. Между прочем, уже эти 40 мин прошли) Ну ладно, жду ещё 20 мин не готово, прошел еще 20 мин неужели. Забрал суши, упаковали так что все размяклось. Приехал домой, открываю. О чудо) Вижу рисовую кашу только. Ужасные суши ни рыбы, ни творожного сыра. Ничего нету. Ужасные полы и обслуживание. НЕ СОВЕТУЮ, НЕ ЗАКАЗЫВАЙТЕ БЕРЕГИТЕ СВОИ НЕРВЫ!!!",1,10 октября 2021
Кристина Спесивцева,Вот так хотела оставить плохой и ужасный отзов)) но тут и без меня хватает!!! Это самые отвратительные раллы и пицца которые вообще можно придумать!!!,1,8 октября 2021
Тамирлан Жукасаев,"Заказали пиццу и суши за 7999тг
3 пиццы, 100шт суши, кола
Сказали ждать 1.5-2 часа, в итоге курьер пришел через 3 часа и без колы
Суши и пиццы остыли + к тому же не вкусные, суши они не умеют делать, просто добавили кучу риса и завернули остатками говна

НЕ СОВЕТУЮ ЗДЕСЬ ЗАКАЗЫВАТЬ, В ИНСТЕ ВСЕ ЛОЖ 🙅‍♂️🙅‍♂️🙅‍♂️‼️‼️‼️‼️‼️‼️‼️‼️",1,"7 октября 2021, отредактирован"
L. M,"Отвратительные суши, на всем экономят. Крылышки тоже были не вкусные, забыли посолить . Да и доставка тоже желает быть лучше. В общем не советую!!!",1,6 октября 2021
Zhanel Korgasbay,"Я в шоке ! Заказали сет , ждали 2 часа и принесли нам кашу вместо сырных палочек! Холодную и не вкусную пиццу! Никогда не заказывайте у них !!!!!",1,6 октября 2021
Мадина Рыскали,"Ужасная забигаловка. Обслуживание 0, отношение персонала 0. Пицца не вкусная, твердая, сыра практический нет, а начинки тонкие маленькие. Просто ужас. Больше никогда не буду заказывать в это место. Делают все на как попало. Суши не вкусные. Переборщили во всем.",1,3 октября 2021
Айдар Исмаилов,"Добрый вечер, заказывали у вас суши сказали доставят в течении 2-х часов а доставили через 4 часа, суши холодные и пицца, пицца не вкусная, салфетки не положили! Не рекомендую",1,2 октября 2021
Ertos 820,"Ужасный сервис!!! Заказала с самовывозом, приехала через час, как девушка оператор попросила, а когда пришла, заказ даже ещё и не начали готовить....",1,2 октября 2021
Константин Варварин,"Заказывал сел Оригами:
Понравилось: Пиццу положили не пиперони, а 4 сезона и пицца в принципе была вкусная. Понравился по вкусу только 1 вид роллов.
Не понравилось: Суши очень маленькие, то есть такое ощущение что их делают по размеру как и везде, но режут не на 8 кусочков, а на 10, для колличества. 5 видов роллов из 6 в сете не вкусные. Правда роллы не разваливались. В сете идёт картошка фри и нагетсы, которых на фото много. Но привезли всего 4 маленьких нагетса и картошки совсем чуть чуть. Кетчупа кстати, который на фото - тоже не было.",2,2 октября 2021
